CustomerNo,TransactionNo,ProductCount
14299,C537812,20
14299,C539598,23
14299,C540780,52
14299,C541222,9
14299,C542383,13
14299,C565237,15
14299,C566743,1
14299,C568560,1
14299,C579898,2
14300,539300,38
14300,577604,32
14301,563227,606
14301,C564206,6
14304,551519,139
14304,C543755,85
14305,561502,580
14305,563597,1
14305,568952,507
14305,571305,366
14305,C562961,19
14305,C563598,1
14306,566788,917
14306,571853,158
14306,C567620,2
14307,536408,558
14307,541588,310
14307,551731,311
14307,561534,532
14307,566307,323
14307,566309,24
14309,539226,103
14309,543045,86
14309,544180,280
14309,550526,155
14309,556256,198
14309,558040,142
14309,565849,236
14309,575742,180
14309,580066,253
14309,C541693,14
14311,549592,146
14311,C551511,21
14312,540371,71
14312,543003,78
14312,546386,91
14312,555582,145
14312,566188,95
14312,572323,532
14314,564380,296
14315,546990,256
14315,555247,128
14315,559477,85
14315,561685,210
14315,562098,10
14315,572843,332
14315,C577350,11
14316,545316,17
14317,569736,255
14320,540692,235
14320,553410,90
14320,C541710,86
14321,540595,645
14321,557009,509
14321,563237,362
14321,568381,522
14321,569321,211
14321,579268,368
14323,550251,222
14323,557323,2
14323,563534,128
14323,C550808,4
14323,C555338,6
14326,549719,103
14326,C550534,4
14327,558455,139
14329,541215,740
14329,546378,380
14329,558368,803
14329,564145,261
14329,572229,574
14329,578069,327
14329,578070,10
14329,C544559,6
14329,C546887,4
14329,C551175,1
14329,C561230,1
14329,C573753,1
14329,C575055,2
14329,C579895,5
14331,561514,236
14331,562578,16
14332,560122,48
14332,569513,242
14332,576984,191
14332,578332,14
14333,569252,58
14333,C569975,6
14334,539305,225
14334,541919,318
14334,546182,249
14334,550806,178
14334,553941,177
14334,562781,280
14334,565807,170
14334,578117,134
14334,C546894,1
14335,565430,340
14335,578273,39
14336,546015,434
14336,551859,301
14336,554665,254
14336,578187,770
14338,554935,334
14338,558721,1
14338,C555271,5
14338,C558899,1
14339,549596,168
14339,C550026,4
14339,C550168,1
14339,C550540,12
14340,551890,58
14340,558340,52
14341,542111,170
14341,542113,33
14341,552303,150
14341,552305,65
14341,561866,54
14341,562014,237
14341,572741,520
14341,572742,174
14341,C542257,2
14342,553145,102
14342,561196,74
14342,575165,46
14342,577313,125
14342,C553510,3
14342,C553563,6
14344,537332,120
14344,537471,3
14344,539310,4
14344,546113,157
14344,547923,23
14344,553412,26
14344,561132,105
14344,562365,39
14345,573758,50
14346,544065,104
14346,562949,498
14348,547697,183
14349,579497,86
14350,546250,183
14350,C546519,17
14351,538351,2229
14351,558325,12
14352,546399,94
14352,550517,316
14352,559045,114
14352,559046,14
14353,552314,64
14354,575391,90
14354,580398,120
14355,538007,92
14356,567328,129
14356,567528,148
14356,574356,753
14356,C568532,7
14356,C570490,4
14357,573122,148
14359,566477,189
14359,573160,132
14359,577518,50
14359,C574268,1
14359,C574483,4
14359,C577073,3
14360,565726,745
14360,569326,211
14360,569328,56
14360,574949,139
14362,577076,100
14364,552962,371
14364,554164,229
14364,555526,352
14364,555527,73
14364,557785,257
14364,558336,182
14364,561531,319
14364,564133,184
14365,576365,13956
14367,545996,480
14367,548178,321
14367,549988,221
14367,552839,280
14367,552848,21
14367,552850,21
14367,556042,412
14367,556050,128
14367,559684,138
14367,561085,551
14367,566912,503
14367,568156,224
14367,571737,370
14367,575169,287
14367,577235,148
14367,580058,333
14367,C549987,4
14367,C552849,21
14367,C568157,3
14368,541873,36
14369,580369,19
14371,544328,34
14373,539280,17
14375,555853,194
14377,547371,124
14377,555241,95
14379,544319,128
14379,572918,164
14381,571717,146
14382,576076,1237
14383,543383,1
14383,558389,201
14383,569834,394
14383,573914,222
14385,543385,1
14385,576671,54
14385,578284,66
14385,579789,39
14386,544096,54
14387,564056,209
14387,568314,222
14387,574864,388
14388,536632,170
14388,545461,219
14388,546388,623
14388,554059,356
14388,559369,185
14388,562888,249
14388,566191,210
14388,574484,350
14388,579440,202
14388,C537856,3
14388,C579970,5
14389,555347,189
14389,569692,540
14389,C542092,8
14389,C559666,4
14389,C579926,15
14390,536643,74
14390,548390,2
14390,550130,207
14390,553011,149
14390,560394,310
14390,571214,451
14390,574023,239
14390,577303,413
14390,579447,281
14390,579448,12
14390,C536642,1
14390,C560365,2
14390,C571186,2
14390,C574003,6
14393,552032,13
14395,536837,174
14395,540543,171
14395,546465,180
14395,549289,152
14395,551527,149
14395,556882,146
14395,567818,317
14395,570491,156
14395,581164,248
14395,C549290,1
14395,C568599,2
14395,C572750,1
14396,536993,39
14396,569702,186
14397,552575,184
14397,554664,40
14397,556496,36
14397,557526,52
14397,559883,82
14397,560302,6
14397,561067,84
14397,562442,64
14397,563982,104
14397,565792,112
14397,567531,32
14397,570511,100
14397,571225,98
14397,573294,108
14397,575684,266
14397,577060,92
14397,579128,102
14397,580394,152
14397,581011,176
14397,C566752,1
14397,C568559,2
14397,C578355,12
14397,C581490,23
14400,547400,61
14400,559922,454
14400,C560912,4
14401,538895,370
14401,542587,98
14401,556440,364
14401,557881,360
14401,558619,314
14401,560697,368
14401,562156,346
14401,563834,508
14401,564350,545
14401,565513,276
14401,567513,106
14401,573886,394
14401,580650,458
14401,C575565,2
14403,549127,274
14403,552238,129
14403,560858,100
14403,561936,16
14403,C550423,6
14404,537222,57
14404,541259,102
14404,547719,146
14404,557870,312
14404,564136,164
14404,574674,58
14404,C541261,8
14406,563196,77
14407,545928,134
14407,553670,282
14407,560864,680
14407,561688,196
14407,564332,122
14407,C549045,1
14407,C554521,1
14407,C564131,1
14408,547078,188
14408,550218,190
14408,555416,264
14408,557620,79
14408,561915,575
14408,565723,158
14408,579332,162
14409,537410,72
14409,537412,96
14409,542005,253
14409,559865,639
14409,562769,100
14409,569004,70
14409,C537413,72
14410,543284,71
14410,547906,127
14410,548512,40
14410,548871,78
14410,553496,20
14410,553497,14
14410,560878,138
14410,566053,77
14410,566056,6
14410,C547889,11
14410,C548503,7
14410,C560855,135
14410,C560866,34
14410,C565962,43
14410,C578371,38
14411,542933,196
14411,568411,425
14412,539412,12
14412,568568,666
14412,573178,120
14412,C574499,2
14413,538509,68
14414,539111,146
14414,561324,468
14414,561887,522
14414,563507,216
14414,564043,434
14414,565149,334
14414,566169,392
14414,C561793,3
14415,538849,463
14415,541504,74
14415,543474,195
14415,550637,187
14415,554672,188
14415,556441,162
14415,558746,143
14415,562621,194
14415,565388,203
14415,569415,309
14415,570245,141
14415,573264,329
14415,577579,38
14415,581412,694
14415,C538834,2
14415,C543475,5
14415,C558745,23
14415,C565379,2
14415,C573219,6
14416,573292,262
14416,577079,64
14418,540418,1074
14418,564198,148
14418,576252,774
14418,580831,789
14419,538197,55
14419,548614,107
14419,568428,120
14419,570284,50
14419,573808,69
14419,579293,86
14420,565219,334
14420,C566958,1
14421,541421,1609
14421,552893,194
14421,571044,171
14422,546882,175
14422,557776,366
14422,569046,1286
14422,571502,593
14422,578053,307
14422,581516,179
14423,551989,120
14424,545424,4
14424,577897,48
14426,542627,454
14426,542628,9
14426,546005,379
14426,556777,386
14426,560974,275
14426,560975,100
14426,573426,357
14426,573871,530
14426,574899,119
14426,576627,216
14426,576694,231
14426,C538997,2
14426,C540385,1
14426,C540389,1
14426,C559939,342
14426,C574876,2
14426,C577692,12
14427,556427,91
14427,570001,208
14427,572085,20
14428,541510,56
14428,550003,89
14428,567658,49
14428,574304,166
14428,580282,76
14428,C550961,4
14428,C572449,4
14431,543565,130
14431,C543837,8
14432,566279,362
14432,569236,319
14432,572309,718
14432,573877,60
14432,576078,451
14432,579522,160
14434,568705,92
14434,569656,24
14434,570461,20
14434,571744,72
14434,574021,92
14434,577134,68
14435,581435,2
14436,565242,129
14437,537883,60
14438,543280,82
14438,544438,1
14439,541932,526
14440,538014,150
14440,542277,191
14440,568663,108
14440,573295,22
14440,580108,117
14441,548033,108
14441,565673,104
14441,573085,150
14441,581480,84
14441,C538098,1
14441,C541786,3
14441,C543662,5
14441,C576240,1
14441,C576871,3
14441,C577375,3
14442,542269,259
14442,553831,223
14442,C542734,4
14442,C554688,2
14442,C581323,1
14443,537255,163
14443,543028,184
14443,561033,319
14443,571307,272
14443,C536815,2
14443,C536816,2
14443,C543356,3
14446,549250,318
14446,567462,310
14446,575843,124
14446,581538,121
14447,545596,136
14447,554948,177
14447,572033,118
14447,572034,14
14447,577600,126
14448,538364,44
14448,579687,60
14449,536754,142
14449,549251,194
14449,569843,311
14449,577700,110
14450,541841,81
14450,549557,71
14450,556462,89
14451,554986,204
14451,570423,185
14452,565835,46
14452,579387,73
14453,539453,1119
14453,555363,49
14456,560712,76
14456,560714,20
14456,561894,443
14456,566290,723
14456,568517,366
14456,573361,256
14456,575583,181
14456,577106,272
14456,580513,534
14456,C568412,3
14456,C568516,1
14456,C575511,1
14456,C577075,1
14457,542925,88
14459,559311,760
14460,542992,24
14460,557612,493
14460,563923,364
14460,C542991,12
14461,543461,67
14461,547497,277
14461,556784,325
14461,560093,163
14461,567461,456
14462,540020,34
14462,543235,155
14462,543240,4
14462,546866,113
14462,546872,4
14462,552703,127
14462,555745,71
14462,560256,68
14462,562951,108
14462,567156,85
14462,569538,193
14462,C543239,17
14462,C552718,12
14462,C570005,1
14463,553701,96
14463,557681,30
14463,565380,52
14465,543593,186
14465,549257,87
14465,549262,132
14466,536744,137
14466,543177,70
14466,545630,108
14466,555575,143
14466,563364,139
14466,568515,232
14466,575642,177
14467,542692,37
14467,572490,91
14467,576520,92
14467,578009,58
14470,544998,138
14470,579067,55
14472,539470,102
14472,540511,187
14472,545054,291
14472,547850,216
14472,555539,117
14472,559537,87
14472,561876,63
14472,564715,97
14473,545418,10
14473,568342,78
14473,570473,19
14474,572465,140
14474,C573024,1
14475,543391,131
14475,555640,112
14475,568801,204
14475,C543621,3
14475,C556011,6
14475,C558088,10
14476,547874,132
14477,544079,100
14477,556055,200
14477,572048,240
14477,575477,1250
14477,577440,180
14477,C571814,1
14479,538032,58
14479,548401,59
14480,579250,143
14481,545018,234
14481,558295,255
14482,539482,39
14482,550169,111
14482,565202,123
14482,572743,498
14482,574664,376
14482,575368,110
14482,577735,428
14483,545470,97
14483,C559829,2
14484,572079,210
14485,573870,71
14487,537385,37
14487,566272,287
14487,567164,151
14487,567169,7
14487,573348,162
14487,575956,91
14487,C537373,1
14488,569241,799
14488,C571902,6
14489,553374,299
14491,536672,40
14491,557248,99
14492,541492,8
14493,559342,327
14493,572335,172
14493,575334,256
14493,578120,252
14493,580360,278
14493,C574028,5
14493,C577683,1
14494,560494,24
14494,576097,92
14495,541495,53
14495,562920,22
14495,572053,40
14496,536570,86
14496,542778,73
14496,557496,62
14496,559496,8
14497,543161,235
14497,C543768,2
14498,538576,70
14498,555701,96
14498,559893,284
14498,563350,239
14498,573248,409
14498,581498,729
14499,545685,73
14499,561712,118
14499,575972,310
14500,555415,103
14500,563891,4
14500,566455,10
14501,541881,45
14501,556191,116
14501,C569991,42
14502,542618,66
14502,544467,107
14502,546423,124
14502,550515,128
14502,550516,9
14502,550610,9
14502,559902,97
14502,569229,307
14502,574716,28
14502,574722,362
14502,577483,245
14502,C542721,2
14502,C550609,9
14502,C574712,4
14503,556685,381
14503,569140,560
14503,577472,484
14503,579403,180
14503,580309,172
14503,580911,227
14504,545697,110
14504,547800,36
14504,549573,117
14504,572315,45
14505,538518,511
14505,540364,95
14505,546774,309
14505,552624,222
14505,553859,210
14505,564061,583
14505,573904,497
14505,578068,329
14505,C540470,2
14505,C546773,4
14505,C574137,10
14506,537202,112
14506,545302,107
14506,551506,6
14506,558634,38
14506,569524,216
14506,578016,257
14507,546017,222
14507,546019,50
14507,552298,64
14507,564846,142
14507,573368,74
14507,576691,48
14507,C546022,12
14508,566240,70
14508,577128,61
14511,554511,342
14511,557511,5
14511,561732,72
14511,566038,73
14511,569560,170
14511,574719,260
14511,579254,209
14511,C573949,12
14512,550992,50
14512,555538,72
14512,579512,1344
14513,544826,7
14513,553484,162
14513,564898,192
14513,C547502,6
14514,540980,121
14514,554116,52
14514,556514,1
14514,570244,416
14515,551954,177
14515,555234,194
14515,569472,399
14515,576948,217
14515,576958,9
14515,577880,138
14517,560827,73
14517,574711,18
14518,569862,278
14520,544606,100
14520,581222,46
14522,554674,168
14522,566062,251
14522,568789,10
14522,576562,96
14523,564161,251
14524,538714,137
14524,545523,72
14524,550319,55
14524,550322,52
14524,556780,107
14524,568874,28
14524,568878,120
14524,568880,79
14524,575061,26
14525,538683,312
14525,541288,135
14525,548544,288
14525,550452,70
14525,555835,310
14525,563094,536
14525,564961,126
14525,573116,380
14525,577480,539
14525,C548543,2
14525,C556453,6
14525,C564960,12
14525,C579911,2
14527,537159,60
14527,538012,48
14527,539002,51
14527,539588,24
14527,540169,33
14527,540640,37
14527,541565,45
14527,542065,14
14527,542673,22
14527,543454,24
14527,544042,29
14527,544043,1
14527,544892,16
14527,545155,20
14527,546104,15
14527,546634,23
14527,547654,27
14527,548461,53
14527,549287,15
14527,550292,11
14527,550764,25
14527,551262,55
14527,552410,31
14527,553142,23
14527,553663,96
14527,554424,35
14527,556023,49
14527,556903,45
14527,557748,32
14527,558458,14
14527,559302,28
14527,559991,27
14527,560839,23
14527,561463,46
14527,561630,5
14527,562201,40
14527,562840,59
14527,563255,24
14527,564304,47
14527,565312,69
14527,566329,50
14527,567622,55
14527,568875,35
14527,569828,40
14527,571041,37
14527,572045,47
14527,572660,50
14527,573572,54
14527,574871,29
14527,575855,76
14527,576704,34
14527,578231,66
14527,578923,50
14527,580043,63
14527,581114,60
14527,C549288,2
14527,C556735,2
14528,574084,278
14529,563922,84
14529,568066,112
14529,570455,152
14530,544106,371
14530,547273,148
14530,555865,157
14530,562173,171
14530,564530,47
14530,565850,219
14530,576121,344
14532,539837,28
14532,542596,24
14532,545037,66
14532,550326,166
14533,539764,540
14533,563821,372
14533,566293,555
14533,569214,1976
14533,569864,454
